	attr	count
936	aml, normal karyotype training set fab m1 age 53 years os 872 days status 0 alive/1 dead	5
937	aml, normal karyotype training set fab m1 age 54 years os 75 days status 0 alive/1 dead	5
938	aml, normal karyotype training set fab m1 age 55 years os 229 days status 0 alive/1 dead	5
939	aml, normal karyotype training set fab m1 age 56 years os 4 days status 0 alive/1 dead	5
940	aml, normal karyotype training set fab m1 age 59 years os 1176 days status 0 alive/1 dead	5
941	aml, normal karyotype training set fab m1 age 59 years os 31 days status 0 alive/1 dead	5
942	aml, normal karyotype training set fab m1 age 60 years os 599 days status 0 alive/1 dead	5
943	aml, normal karyotype training set fab m1 age 61 years os 33 days status 0 alive/1 dead	5
944	aml, normal karyotype training set fab m1 age 61 years os 860 days status 0 alive/1 dead	5
945	aml, normal karyotype training set fab m1 age 63 years os 18 days status 0 alive/1 dead	5
946	aml, normal karyotype training set fab m1 age 64 years os 223 days status 0 alive/1 dead	5
947	aml, normal karyotype training set fab m1 age 65 years os 233 days status 0 alive/1 dead	5
948	aml, normal karyotype training set fab m1 age 66 years os 427 days status 0 alive/1 dead	5
949	aml, normal karyotype training set fab m1 age 67 years os 1176 days status 0 alive/1 dead	5
950	aml, normal karyotype training set fab m1 age 67 years os 157 days status 0 alive/1 dead	5
951	aml, normal karyotype training set fab m1 age 67 years os 39 days status 0 alive/1 dead	5
952	aml, normal karyotype training set fab m1 age 68 years os 1113 days status 0 alive/1 dead	5
953	aml, normal karyotype training set fab m1 age 68 years os 263 days status 0 alive/1 dead	5
954	aml, normal karyotype training set fab m1 age 69 years os 124 days status 0 alive/1 dead	5
955	aml, normal karyotype training set fab m1 age 70 years os 19 days status 0 alive/1 dead	5
956	aml, normal karyotype training set fab m1 age 70 years os 252 days status 0 alive/1 dead	5
957	aml, normal karyotype training set fab m1 age 71 years os 236 days status 0 alive/1 dead	5
958	aml, normal karyotype training set fab m1 age 72 years os 176 days status 0 alive/1 dead	5
959	aml, normal karyotype training set fab m1 age 72 years os 3 days status 0 alive/1 dead	5
960	aml, normal karyotype training set fab m1 age 74 years os 240 days status 0 alive/1 dead	5
961	aml, normal karyotype training set fab m1 age 75 years os 13 days status 0 alive/1 dead	5
962	aml, normal karyotype training set fab m1 age 75 years os 50 days status 0 alive/1 dead	5
963	aml, normal karyotype training set fab m1 age 75 years os 91 days status 0 alive/1 dead	5
964	aml, normal karyotype training set fab m1 age 77 years os 28 days status 0 alive/1 dead	5
965	aml, normal karyotype training set fab m1 age 78 years os 62 days status 0 alive/1 dead	5
966	aml, normal karyotype training set fab m1 age 81 years os 41 days status 0 alive/1 dead	5
967	aml, normal karyotype training set fab m2 age 19 years os 826 days status 0 alive/1 dead	5
968	aml, normal karyotype training set fab m2 age 20 years os 1176 days status 0 alive/1 dead	5
969	aml, normal karyotype training set fab m2 age 25 years os 190 days status 0 alive/1 dead	5
970	aml, normal karyotype training set fab m2 age 26 years os 44 days status 0 alive/1 dead	5
971	aml, normal karyotype training set fab m2 age 32 years os 849 days status 0 alive/1 dead	5
972	aml, normal karyotype training set fab m2 age 33 years os 293 days status 0 alive/1 dead	5
973	aml, normal karyotype training set fab m2 age 39 years os 51 days status 0 alive/1 dead	5
974	aml, normal karyotype training set fab m2 age 40 years os 205 days status 0 alive/1 dead	5
975	aml, normal karyotype training set fab m2 age 43 years os 1176 days status 0 alive/1 dead	5
976	aml, normal karyotype training set fab m2 age 43 years os 119 days status 0 alive/1 dead	5
977	aml, normal karyotype training set fab m2 age 44 years os 352 days status 0 alive/1 dead	5
978	aml, normal karyotype training set fab m2 age 46 years os 1176 days status 0 alive/1 dead	5
979	aml, normal karyotype training set fab m2 age 47 years os 366 days status 0 alive/1 dead	5
980	aml, normal karyotype training set fab m2 age 49 years os 280 days status 0 alive/1 dead	5
981	aml, normal karyotype training set fab m2 age 50 years os 247 days status 0 alive/1 dead	5
982	aml, normal karyotype training set fab m2 age 52 years os 283 days status 0 alive/1 dead	5
983	aml, normal karyotype training set fab m2 age 52 years os 657 days status 0 alive/1 dead	5
984	aml, normal karyotype training set fab m2 age 54 years os 109 days status 0 alive/1 dead	5
985	aml, normal karyotype training set fab m2 age 55 years os 1176 days status 0 alive/1 dead	5
986	aml, normal karyotype training set fab m2 age 57 years os 891 days status 0 alive/1 dead	5
987	aml, normal karyotype training set fab m2 age 60 years os 256 days status 0 alive/1 dead	5
988	aml, normal karyotype training set fab m2 age 60 years os 452 days status 0 alive/1 dead	5
989	aml, normal karyotype training set fab m2 age 61 years os 184 days status 0 alive/1 dead	5
990	aml, normal karyotype training set fab m2 age 61 years os 223 days status 0 alive/1 dead	5
991	aml, normal karyotype training set fab m2 age 62 years os 123 days status 0 alive/1 dead	5
992	aml, normal karyotype training set fab m2 age 62 years os 209 days status 0 alive/1 dead	5
993	aml, normal karyotype training set fab m2 age 62 years os 30 days status 0 alive/1 dead	5
994	aml, normal karyotype training set fab m2 age 62 years os 842 days status 0 alive/1 dead	5
995	aml, normal karyotype training set fab m2 age 65 years os 148 days status 0 alive/1 dead	5
996	aml, normal karyotype training set fab m2 age 66 years os 304 days status 0 alive/1 dead	5
997	aml, normal karyotype training set fab m2 age 66 years os 432 days status 0 alive/1 dead	5
998	aml, normal karyotype training set fab m2 age 66 years os 693 days status 0 alive/1 dead	5
999	aml, normal karyotype training set fab m2 age 66 years os 8 days status 0 alive/1 dead	5
1000	aml, normal karyotype training set fab m2 age 69 years os 192 days status 0 alive/1 dead	5
1001	aml, normal karyotype training set fab m2 age 69 years os 484 days status 0 alive/1 dead	5
1002	aml, normal karyotype training set fab m2 age 69 years os 86 days status 0 alive/1 dead	5
1003	aml, normal karyotype training set fab m2 age 71 years os 289 days status 0 alive/1 dead	5
1004	aml, normal karyotype training set fab m2 age 72 years os 289 days status 0 alive/1 dead	5
1005	aml, normal karyotype training set fab m2 age 73 years os 260 days status 0 alive/1 dead	5
1006	aml, normal karyotype training set fab m2 age 76 years os 1102 days status 0 alive/1 dead	5
1007	aml, normal karyotype training set fab m2 age 76 years os 1176 days status 0 alive/1 dead	5
1008	aml, normal karyotype training set fab m2 age 77 years os 18 days status 0 alive/1 dead	5
1009	aml, normal karyotype training set fab m2 age 78 years os 4 days status 0 alive/1 dead	5
1010	aml, normal karyotype training set fab m2 age 79 years os 175 days status 0 alive/1 dead	5
1011	aml, normal karyotype training set fab m2 age 83 years os 127 days status 0 alive/1 dead	5
1012	aml, normal karyotype training set fab m4 age 20 years os 340 days status 0 alive/1 dead	5
1013	aml, normal karyotype training set fab m4 age 27 years os 321 days status 0 alive/1 dead	5
1014	aml, normal karyotype training set fab m4 age 36 years os 326 days status 0 alive/1 dead	5
1015	aml, normal karyotype training set fab m4 age 37 years os 999 days status 0 alive/1 dead	5
1016	aml, normal karyotype training set fab m4 age 38 years os 271 days status 0 alive/1 dead	5
1017	aml, normal karyotype training set fab m4 age 41 years os 1176 days status 0 alive/1 dead	5
1018	aml, normal karyotype training set fab m4 age 43 years os 1176 days status 0 alive/1 dead	5
1019	aml, normal karyotype training set fab m4 age 44 years os 251 days status 0 alive/1 dead	5
1020	aml, normal karyotype training set fab m4 age 44 years os 486 days status 0 alive/1 dead	5
1021	aml, normal karyotype training set fab m4 age 45 years os 1176 days status 0 alive/1 dead	5
1022	aml, normal karyotype training set fab m4 age 46 years os 105 days status 0 alive/1 dead	5
1023	aml, normal karyotype training set fab m4 age 47 years os 1176 days status 0 alive/1 dead	5
1024	aml, normal karyotype training set fab m4 age 48 years os 31 days status 0 alive/1 dead	5
1025	aml, normal karyotype training set fab m4 age 49 years os 61 days status 0 alive/1 dead	5
1026	aml, normal karyotype training set fab m4 age 49 years os 840 days status 0 alive/1 dead	5
1027	aml, normal karyotype training set fab m4 age 52 years os 253 days status 0 alive/1 dead	5
1028	aml, normal karyotype training set fab m4 age 53 years os 1176 days status 0 alive/1 dead	5
1029	aml, normal karyotype training set fab m4 age 53 years os 314 days status 0 alive/1 dead	5
1030	aml, normal karyotype training set fab m4 age 53 years os 51 days status 0 alive/1 dead	5
1031	aml, normal karyotype training set fab m4 age 54 years os 1176 days status 0 alive/1 dead	5
1032	aml, normal karyotype training set fab m4 age 54 years os 442 days status 0 alive/1 dead	5
1033	aml, normal karyotype training set fab m4 age 55 years os 51 days status 0 alive/1 dead	5
1034	aml, normal karyotype training set fab m4 age 57 years os 575 days status 0 alive/1 dead	5
1035	aml, normal karyotype training set fab m4 age 58 years os 24 days status 0 alive/1 dead	5
1036	aml, normal karyotype training set fab m4 age 58 years os 77 days status 0 alive/1 dead	5
1037	aml, normal karyotype training set fab m4 age 58 years os 850 days status 0 alive/1 dead	5
1038	aml, normal karyotype training set fab m4 age 59 years os 104 days status 0 alive/1 dead	5
1039	aml, normal karyotype training set fab m4 age 59 years os 1176 days status 0 alive/1 dead	5
1040	aml, normal karyotype training set fab m4 age 61 years os 1176 days status 0 alive/1 dead	5
1041	aml, normal karyotype training set fab m4 age 62 years os 214 days status 0 alive/1 dead	5
1042	aml, normal karyotype training set fab m4 age 62 years os 4 days status 0 alive/1 dead	5
1043	aml, normal karyotype training set fab m4 age 65 years os 1176 days status 0 alive/1 dead	5
1044	aml, normal karyotype training set fab m4 age 66 years os 1176 days status 0 alive/1 dead	5
1045	aml, normal karyotype training set fab m4 age 66 years os 280 days status 0 alive/1 dead	5
1046	aml, normal karyotype training set fab m4 age 66 years os 72 days status 0 alive/1 dead	5
1047	aml, normal karyotype training set fab m4 age 67 years os 114 days status 0 alive/1 dead	5
1048	aml, normal karyotype training set fab m4 age 71 years os 1176 days status 0 alive/1 dead	5
1049	aml, normal karyotype training set fab m4 age 71 years os 794 days status 0 alive/1 dead	5
1050	aml, normal karyotype training set fab m4 age 73 years os 1176 days status 0 alive/1 dead	5
1051	aml, normal karyotype training set fab m4 age 74 years os 284 days status 0 alive/1 dead	5
1052	aml, normal karyotype training set fab m4 age 75 years os 41 days status 0 alive/1 dead	5
1053	aml, normal karyotype training set fab m4 age 80 years os 27 days status 0 alive/1 dead	5
1054	aml, normal karyotype training set fab m5 age 17 years os 1176 days status 0 alive/1 dead	5
1055	aml, normal karyotype training set fab m5 age 24 years os 79 days status 0 alive/1 dead	5
1056	aml, normal karyotype training set fab m5 age 34 years os 421 days status 0 alive/1 dead	5
1057	aml, normal karyotype training set fab m5 age 39 years os 1176 days status 0 alive/1 dead	5
1058	aml, normal karyotype training set fab m5 age 40 years os 1176 days status 0 alive/1 dead	5
1059	aml, normal karyotype training set fab m5 age 40 years os 250 days status 0 alive/1 dead	5
1060	aml, normal karyotype training set fab m5 age 48 years os 190 days status 0 alive/1 dead	5
1061	aml, normal karyotype training set fab m5 age 48 years os 719 days status 0 alive/1 dead	5
1062	aml, normal karyotype training set fab m5 age 49 years os 209 days status 0 alive/1 dead	5
1063	aml, normal karyotype training set fab m5 age 54 years os 294 days status 0 alive/1 dead	5
1064	aml, normal karyotype training set fab m5 age 56 years os 1 days status 0 alive/1 dead	5
1065	aml, normal karyotype training set fab m5 age 56 years os 676 days status 0 alive/1 dead	5
1066	aml, normal karyotype training set fab m5 age 57 years os 1176 days status 0 alive/1 dead	5
1067	aml, normal karyotype training set fab m5 age 63 years os 461 days status 0 alive/1 dead	5
1068	aml, normal karyotype training set fab m5 age 65 years os 47 days status 0 alive/1 dead	5
1069	aml, normal karyotype training set fab m5 age 66 years os 113 days status 0 alive/1 dead	5
1070	aml, normal karyotype training set fab m5 age 67 years os 137 days status 0 alive/1 dead	5
1071	aml, normal karyotype training set fab m5 age 68 years os 559 days status 0 alive/1 dead	5
1072	aml, normal karyotype training set fab m5 age 72 years os 1176 days status 0 alive/1 dead	5
1073	aml, normal karyotype training set fab m6 age 34 years os 1176 days status 0 alive/1 dead	5
1074	aml, normal karyotype training set fab m6 age 47 years os 749 days status 0 alive/1 dead	5
1075	aml, normal karyotype training set fab m6 age 53 years os 175 days status 0 alive/1 dead	5
1076	aml, normal karyotype training set fab m6 age 55 years os 1103 days status 0 alive/1 dead	5
1077	aml, normal karyotype training set fab m6 age 71 years os 41 days status 0 alive/1 dead	5
1078	aml, normal karyotype training set fab m6 age 76 years os 924 days status 0 alive/1 dead	5
1079	aml99 study no	131
1080	ammonia exposure	12
1081	ammonium chloride addition	4
1082	ammonium um	65
1083	amoeba	56
1084	amount	204
1085	amount administered	321
1086	amount in g	3
1087	amount in microg	255
1088	amount in ug	22
1089	amount microg	10
1090	amount ng	13
1091	amount of dietary fat corn oil w/w	9
1092	amount of dna used to make library	5
1093	amount of labeled rna used for hybridization	34
1094	amount of rna	107
1095	amount of rna used for labeling microg	3
1096	amount of total rna	28
1097	amount of vehicle	101
1098	amount to core	1946
1099	amount used ng	14
1100	amp nr	28
1101	ampdate1	320
1102	ampdate2	320
1103	ampicillin treatment	61
1104	amplification	394
1105	amplification and labeling kit	162
1106	amplification batch	121
1107	amplification cycles	28
1108	amplification date	386
1109	amplification method	44
1110	amplification set	208
1111	amplification strategy	9
1112	amplification technique	221
1113	amplification type	25
1114	amplificationstatus	13
1115	amplified/unamplified dna	104
1116	amplified cdna	7
1117	amplified cdna/not amplified cdna	9
